Day,Hour,Irradiance (W/m^2),"Declination Angle (δ, deg)","Noon Solar Altitude Angle (α, deg)","Noon Solar Azimuth Angle (γ, deg)","Latitude (L, deg)",Daily GHI (kWh/m^2/day),Daily I Mean (W/m^2)
199,13,1082.26,21.01,82.4,1.4,28.61,5.62,891.66
199,14,1012.23,21.01,82.4,1.4,28.61,5.62,891.66
199,15,886.15,21.01,82.4,1.4,28.61,5.62,891.66
199,16,712.61,21.01,82.4,1.4,28.61,5.62,891.66
199,17,503.43,21.01,82.4,1.4,28.61,5.62,891.66
200,9,767.65,20.82,82.21,1.48,28.61,5.61,890.94
200,10,928.38,20.82,82.21,1.48,28.61,5.61,890.94
200,11,1038.66,20.82,82.21,1.48,28.61,5.61,890.94
200,12,1090.98,20.82,82.21,1.48,28.61,5.61,890.94
200,13,1081.77,20.82,82.21,1.48,28.61,5.61,890.94
200,14,1011.66,20.82,82.21,1.48,28.61,5.61,890.94
200,15,885.43,20.82,82.21,1.48,28.61,5.61,890.94
200,16,711.67,20.82,82.21,1.48,28.61,5.61,890.94
200,17,502.23,20.82,82.21,1.48,28.61,5.61,890.94
201,9,766.74,20.64,82.03,1.57,28.61,5.61,890.18
201,10,927.67,20.64,82.03,1.57,28.61,5.61,890.18
201,11,1038.09,20.64,82.03,1.57,28.61,5.61,890.18
201,12,1090.48,20.64,82.03,1.57,28.61,5.61,890.18
201,13,1081.26,20.64,82.03,1.57,28.61,5.61,890.18
201,14,1011.06,20.64,82.03,1.57,28.61,5.61,890.18
201,15,884.67,20.64,82.03,1.57,28.61,5.61,890.18
201,16,710.69,20.64,82.03,1.57,28.61,5.61,890.18
201,17,501.0,20.64,82.03,1.57,28.61,5.61,890.18
202,9,765.8,20.44,81.83,1.65,28.61,5.6,889.4
202,10,926.93,20.44,81.83,1.65,28.61,5.6,889.4
202,11,1037.5,20.44,81.83,1.65,28.61,5.6,889.4
202,12,1089.95,20.44,81.83,1.65,28.61,5.6,889.4
202,13,1080.71,20.44,81.83,1.65,28.61,5.6,889.4
202,14,1010.42,20.44,81.83,1.65,28.61,5.6,889.4
202,15,883.87,20.44,81.83,1.65,28.61,5.6,889.4
202,16,709.68,20.44,81.83,1.65,28.61,5.6,889.4
202,17,499.71,20.44,81.83,1.65,28.61,5.6,889.4
203,9,764.81,20.24,81.63,1.73,28.61,5.6,888.57
203,10,926.16,20.24,81.63,1.73,28.61,5.6,888.57
203,11,1036.87,20.24,81.63,1.73,28.61,5.6,888.57
203,12,1089.38,20.24,81.63,1.73,28.61,5.6,888.57
203,13,1080.14,20.24,81.63,1.73,28.61,5.6,888.57
203,14,1009.76,20.24,81.63,1.73,28.61,5.6,888.57
203,15,883.04,20.24,81.63,1.73,28.61,5.6,888.57
203,16,708.62,20.24,81.63,1.73,28.61,5.6,888.57
203,17,498.38,20.24,81.63,1.73,28.61,5.6,888.57
204,9,763.79,20.03,81.42,1.81,28.61,5.59,887.71
204,10,925.35,20.03,81.42,1.81,28.61,5.59,887.71
204,11,1036.2,20.03,81.42,1.81,28.61,5.59,887.71
204,12,1088.79,20.03,81.42,1.81,28.61,5.59,887.71
204,13,1079.53,20.03,81.42,1.81,28.61,5.59,887.71
204,14,1009.06,20.03,81.42,1.81,28.61,5.59,887.71
204,15,882.18,20.03,81.42,1.81,28.61,5.59,887.71
204,16,707.52,20.03,81.42,1.81,28.61,5.59,887.71
204,17,497.01,20.03,81.42,1.81,28.61,5.59,887.71
205,9,762.73,19.82,81.21,1.89,28.61,5.59,886.82
205,10,924.51,19.82,81.21,1.89,28.61,5.59,886.82
205,11,1035.51,19.82,81.21,1.89,28.61,5.59,886.82
205,12,1088.17,19.82,81.21,1.89,28.61,5.59,886.82
205,13,1078.9,19.82,81.21,1.89,28.61,5.59,886.82
205,14,1008.33,19.82,81.21,1.89,28.61,5.59,886.82
205,15,881.27,19.82,81.21,1.89,28.61,5.59,886.82
205,16,706.38,19.82,81.21,1.89,28.61,5.59,886.82
205,17,495.59,19.82,81.21,1.89,28.61,5.59,886.82
206,9,761.63,19.6,80.99,1.97,28.61,5.58,885.89
206,10,923.63,19.6,80.99,1.97,28.61,5.58,885.89
206,11,1034.78,19.6,80.99,1.97,28.61,5.58,885.89
206,12,1087.51,19.6,80.99,1.97,28.61,5.58,885.89
206,13,1078.23,19.6,80.99,1.97,28.61,5.58,885.89
206,14,1007.56,19.6,80.99,1.97,28.61,5.58,885.89
206,15,880.33,19.6,80.99,1.97,28.61,5.58,885.89
206,16,705.2,19.6,80.99,1.97,28.61,5.58,885.89
206,17,494.12,19.6,80.99,1.97,28.61,5.58,885.89
207,9,760.48,19.38,80.77,2.05,28.61,5.57,884.91
207,10,922.71,19.38,80.77,2.05,28.61,5.57,884.91
207,11,1034.01,19.38,80.77,2.05,28.61,5.57,884.91
207,12,1086.82,19.38,80.77,2.05,28.61,5.57,884.91
207,13,1077.52,19.38,80.77,2.05,28.61,5.57,884.91
207,14,1006.76,19.38,80.77,2.05,28.61,5.57,884.91
207,15,879.35,19.38,80.77,2.05,28.61,5.57,884.91
207,16,703.98,19.38,80.77,2.05,28.61,5.57,884.91
207,17,492.6,19.38,80.77,2.05,28.61,5.57,884.91
208,9,759.3,19.15,80.54,2.13,28.61,5.57,883.9
208,10,921.75,19.15,80.54,2.13,28.61,5.57,883.9
208,11,1033.21,19.15,80.54,2.13,28.61,5.57,883.9
208,12,1086.09,19.15,80.54,2.13,28.61,5.57,883.9
208,13,1076.78,19.15,80.54,2.13,28.61,5.57,883.9
208,14,1005.92,19.15,80.54,2.13,28.61,5.57,883.9
208,15,878.33,19.15,80.54,2.13,28.61,5.57,883.9
208,16,702.72,19.15,80.54,2.13,28.61,5.57,883.9
208,17,491.04,19.15,80.54,2.13,28.61,5.57,883.9
209,9,758.07,18.91,80.3,2.2,28.61,5.56,882.86
209,10,920.75,18.91,80.3,2.2,28.61,5.56,882.86
209,11,1032.38,18.91,80.3,2.2,28.61,5.56,882.86
209,12,1085.33,18.91,80.3,2.2,28.61,5.56,882.86
209,13,1076.01,18.91,80.3,2.2,28.61,5.56,882.86
209,14,1005.04,18.91,80.3,2.2,28.61,5.56,882.86
209,15,877.28,18.91,80.3,2.2,28.61,5.56,882.86
209,16,701.41,18.91,80.3,2.2,28.61,5.56,882.86
209,17,489.43,18.91,80.3,2.2,28.61,5.56,882.86
210,9,756.8,18.67,80.06,2.28,28.61,5.56,881.77
210,10,919.72,18.67,80.06,2.28,28.61,5.56,881.77
210,11,1031.5,18.67,80.06,2.28,28.61,5.56,881.77
210,12,1084.53,18.67,80.06,2.28,28.61,5.56,881.77
210,13,1075.19,18.67,80.06,2.28,28.61,5.56,881.77
210,14,1004.13,18.67,80.06,2.28,28.61,5.56,881.77
210,15,876.18,18.67,80.06,2.28,28.61,5.56,881.77
210,16,700.06,18.67,80.06,2.28,28.61,5.56,881.77
210,17,487.78,18.67,80.06,2.28,28.61,5.56,881.77
211,9,755.49,18.42,79.81,2.36,28.61,5.55,880.63
211,10,918.64,18.42,79.81,2.36,28.61,5.55,880.63
211,11,1030.58,18.42,79.81,2.36,28.61,5.55,880.63
211,12,1083.69,18.42,79.81,2.36,28.61,5.55,880.63
211,13,1074.34,18.42,79.81,2.36,28.61,5.55,880.63
211,14,1003.18,18.42,79.81,2.36,28.61,5.55,880.63
211,15,875.04,18.42,79.81,2.36,28.61,5.55,880.63
211,16,698.67,18.42,79.81,2.36,28.61,5.55,880.63
211,17,486.08,18.42,79.81,2.36,28.61,5.55,880.63
212,9,754.13,18.17,79.56,2.43,28.61,5.54,879.46
212,10,917.52,18.17,79.56,2.43,28.61,5.54,879.46
212,11,1029.63,18.17,79.56,2.43,28.61,5.54,879.46
212,12,1082.81,18.17,79.56,2.43,28.61,5.54,879.46
212,13,1073.45,18.17,79.56,2.43,28.61,5.54,879.46
212,14,1002.18,18.17,79.56,2.43,28.61,5.54,879.46
212,15,873.86,18.17,79.56,2.43,28.61,5.54,879.46
212,16,697.23,18.17,79.56,2.43,28.61,5.54,879.46
212,17,484.33,18.17,79.56,2.43,28.61,5.54,879.46
213,9,752.73,17.91,79.3,2.51,28.61,5.53,878.24
213,10,916.36,17.91,79.3,2.51,28.61,5.53,878.24
213,11,1028.63,17.91,79.3,2.51,28.61,5.53,878.24
213,12,1081.9,17.91,79.3,2.51,28.61,5.53,878.24
213,13,1072.52,17.91,79.3,2.51,28.61,5.53,878.24
213,14,1001.14,17.91,79.3,2.51,28.61,5.53,878.24
213,15,872.63,17.91,79.3,2.51,28.61,5.53,878.24
213,16,695.74,17.91,79.3,2.51,28.61,5.53,878.24
213,17,482.53,17.91,79.3,2.51,28.61,5.53,878.24
214,9,751.29,17.65,79.04,2.58,28.61,5.53,876.99
214,10,915.16,17.65,79.04,2.58,28.61,5.53,876.99
214,11,1027.6,17.65,79.04,2.58,28.61,5.53,876.99
214,12,1080.94,17.65,79.04,2.58,28.61,5.53,876.99
214,13,1071.55,17.65,79.04,2.58,28.61,5.53,876.99
214,14,1000.07,17.65,79.04,2.58,28.61,5.53,876.99
214,15,871.37,17.65,79.04,2.58,28.61,5.53,876.99
214,16,694.22,17.65,79.04,2.58,28.61,5.53,876.99
214,17,480.69,17.65,79.04,2.58,28.61,5.53,876.99
215,9,749.8,17.38,78.77,2.65,28.61,5.52,875.68
215,10,913.91,17.38,78.77,2.65,28.61,5.52,875.68
215,11,1026.52,17.38,78.77,2.65,28.61,5.52,875.68
215,12,1079.94,17.38,78.77,2.65,28.61,5.52,875.68
215,13,1070.53,17.38,78.77,2.65,28.61,5.52,875.68
215,14,998.95,17.38,78.77,2.65,28.61,5.52,875.68
215,15,870.05,17.38,78.77,2.65,28.61,5.52,875.68
215,16,692.64,17.38,78.77,2.65,28.61,5.52,875.68
215,17,478.8,17.38,78.77,2.65,28.61,5.52,875.68
216,9,748.27,17.11,78.5,2.73,28.61,5.51,874.33
216,10,912.62,17.11,78.5,2.73,28.61,5.51,874.33
216,11,1025.39,17.11,78.5,2.73,28.61,5.51,874.33
216,12,1078.89,17.11,78.5,2.73,28.61,5.51,874.33
216,13,1069.47,17.11,78.5,2.73,28.61,5.51,874.33
216,14,997.78,17.11,78.5,2.73,28.61,5.51,874.33
216,15,868.7,17.11,78.5,2.73,28.61,5.51,874.33
216,16,691.02,17.11,78.5,2.73,28.61,5.51,874.33
216,17,476.86,17.11,78.5,2.73,28.61,5.51,874.33
217,9,746.68,16.83,78.22,2.8,28.61,5.5,872.94
217,10,911.28,16.83,78.22,2.8,28.61,5.5,872.94
217,11,1024.22,16.83,78.22,2.8,28.61,5.5,872.94
217,12,1077.8,16.83,78.22,2.8,28.61,5.5,872.94
217,13,1068.37,16.83,78.22,2.8,28.61,5.5,872.94
217,14,996.57,16.83,78.22,2.8,28.61,5.5,872.94
217,15,867.3,16.83,78.22,2.8,28.61,5.5,872.94
217,16,689.36,16.83,78.22,2.8,28.61,5.5,872.94
217,17,474.88,16.83,78.22,2.8,28.61,5.5,872.94
218,9,745.06,16.55,77.94,2.87,28.61,5.49,871.5
218,10,909.9,16.55,77.94,2.87,28.61,5.49,871.5
218,11,1023.01,16.55,77.94,2.87,28.61,5.49,871.5
218,12,1076.66,16.55,77.94,2.87,28.61,5.49,871.5
218,13,1067.22,16.55,77.94,2.87,28.61,5.49,871.5
218,14,995.31,16.55,77.94,2.87,28.61,5.49,871.5
218,15,865.85,16.55,77.94,2.87,28.61,5.49,871.5
218,16,687.64,16.55,77.94,2.87,28.61,5.49,871.5
218,17,472.85,16.55,77.94,2.87,28.61,5.49,871.5
219,9,743.38,16.26,77.65,2.94,28.61,5.48,870.01
219,10,908.47,16.26,77.65,2.94,28.61,5.48,870.01
219,11,1021.74,16.26,77.65,2.94,28.61,5.48,870.01
219,12,1075.48,16.26,77.65,2.94,28.61,5.48,870.01
219,13,1066.02,16.26,77.65,2.94,28.61,5.48,870.01
219,14,994.01,16.26,77.65,2.94,28.61,5.48,870.01
219,15,864.35,16.26,77.65,2.94,28.61,5.48,870.01
219,16,685.88,16.26,77.65,2.94,28.61,5.48,870.01
219,17,470.77,16.26,77.65,2.94,28.61,5.48,870.01
220,9,741.66,15.96,77.35,3.01,28.61,5.47,868.48
220,10,906.99,15.96,77.35,3.01,28.61,5.47,868.48
220,11,1020.44,15.96,77.35,3.01,28.61,5.47,868.48
220,12,1074.25,15.96,77.35,3.01,28.61,5.47,868.48
220,13,1064.78,15.96,77.35,3.01,28.61,5.47,868.48
220,14,992.66,15.96,77.35,3.01,28.61,5.47,868.48
220,15,862.81,15.96,77.35,3.01,28.61,5.47,868.48
220,16,684.08,15.96,77.35,3.01,28.61,5.47,868.48
220,17,468.65,15.96,77.35,3.01,28.61,5.47,868.48
221,9,739.89,15.67,77.06,3.08,28.61,5.46,866.9
221,10,905.47,15.67,77.06,3.08,28.61,5.46,866.9
221,11,1019.08,15.67,77.06,3.08,28.61,5.46,866.9
221,12,1072.97,15.67,77.06,3.08,28.61,5.46,866.9
221,13,1063.49,15.67,77.06,3.08,28.61,5.46,866.9
221,14,991.26,15.67,77.06,3.08,28.61,5.46,866.9
221,15,861.22,15.67,77.06,3.08,28.61,5.46,866.9
221,16,682.22,15.67,77.06,3.08,28.61,5.46,866.9
221,17,466.47,15.67,77.06,3.08,28.61,5.46,866.9
222,9,738.07,15.36,76.75,3.14,28.61,5.45,865.26
222,10,903.89,15.36,76.75,3.14,28.61,5.45,865.26
222,11,1017.67,15.36,76.75,3.14,28.61,5.45,865.26
222,12,1071.65,15.36,76.75,3.14,28.61,5.45,865.26
222,13,1062.14,15.36,76.75,3.14,28.61,5.45,865.26
222,14,989.81,15.36,76.75,3.14,28.61,5.45,865.26
222,15,859.58,15.36,76.75,3.14,28.61,5.45,865.26
222,16,680.32,15.36,76.75,3.14,28.61,5.45,865.26
222,17,464.25,15.36,76.75,3.14,28.61,5.45,865.26
223,9,736.21,15.06,76.45,3.21,28.61,5.44,863.59
223,10,902.27,15.06,76.45,3.21,28.61,5.44,863.59
223,11,1016.21,15.06,76.45,3.21,28.61,5.44,863.59
223,12,1070.27,15.06,76.45,3.21,28.61,5.44,863.59
223,13,1060.75,15.06,76.45,3.21,28.61,5.44,863.59
223,14,988.31,15.06,76.45,3.21,28.61,5.44,863.59
223,15,857.89,15.06,76.45,3.21,28.61,5.44,863.59
223,16,678.37,15.06,76.45,3.21,28.61,5.44,863.59
223,17,461.99,15.06,76.45,3.21,28.61,5.44,863.59
224,9,734.29,14.74,76.13,3.28,28.61,5.43,861.86
224,10,900.6,14.74,76.13,3.28,28.61,5.43,861.86
224,11,1014.7,14.74,76.13,3.28,28.61,5.43,861.86
224,12,1068.84,14.74,76.13,3.28,28.61,5.43,861.86
224,13,1059.31,14.74,76.13,3.28,28.61,5.43,861.86
224,14,986.76,14.74,76.13,3.28,28.61,5.43,861.86
224,15,856.15,14.74,76.13,3.28,28.61,5.43,861.86
224,16,676.37,14.74,76.13,3.28,28.61,5.43,861.86
224,17,459.68,14.74,76.13,3.28,28.61,5.43,861.86
225,9,732.33,14.43,75.82,3.34,28.61,5.42,860.07
225,10,898.87,14.43,75.82,3.34,28.61,5.42,860.07
225,11,1013.14,14.43,75.82,3.34,28.61,5.42,860.07
225,12,1067.35,14.43,75.82,3.34,28.61,5.42,860.07
225,13,1057.81,14.43,75.82,3.34,28.61,5.42,860.07
225,14,985.16,14.43,75.82,3.34,28.61,5.42,860.07
225,15,854.36,14.43,75.82,3.34,28.61,5.42,860.07
225,16,674.33,14.43,75.82,3.34,28.61,5.42,860.07
225,17,457.32,14.43,75.82,3.34,28.61,5.42,860.07
226,9,730.32,14.11,75.5,3.4,28.61,5.41,858.25
226,10,897.1,14.11,75.5,3.4,28.61,5.41,858.25
226,11,1011.53,14.11,75.5,3.4,28.61,5.41,858.25
226,12,1065.82,14.11,75.5,3.4,28.61,5.41,858.25
226,13,1056.26,14.11,75.5,3.4,28.61,5.41,858.25
226,14,983.51,14.11,75.5,3.4,28.61,5.41,858.25
226,15,852.53,14.11,75.5,3.4,28.61,5.41,858.25
226,16,672.23,14.11,75.5,3.4,28.61,5.41,858.25
226,17,454.92,14.11,75.5,3.4,28.61,5.41,858.25
227,9,728.26,13.78,75.17,3.47,28.61,5.4,856.36
227,10,895.27,13.78,75.17,3.47,28.61,5.4,856.36
227,11,1009.86,13.78,75.17,3.47,28.61,5.4,856.36
227,12,1064.23,13.78,75.17,3.47,28.61,5.4,856.36
227,13,1054.66,13.78,75.17,3.47,28.61,5.4,856.36
227,14,981.8,13.78,75.17,3.47,28.61,5.4,856.36
227,15,850.64,13.78,75.17,3.47,28.61,5.4,856.36
227,16,670.09,13.78,75.17,3.47,28.61,5.4,856.36
227,17,452.47,13.78,75.17,3.47,28.61,5.4,856.36
228,9,726.14,13.45,74.84,3.53,28.61,5.38,854.43
228,10,893.39,13.45,74.84,3.53,28.61,5.38,854.43
228,11,1008.14,13.45,74.84,3.53,28.61,5.38,854.43
228,12,1062.58,13.45,74.84,3.53,28.61,5.38,854.43
228,13,1053.0,13.45,74.84,3.53,28.61,5.38,854.43
228,14,980.05,13.45,74.84,3.53,28.61,5.38,854.43
228,15,848.69,13.45,74.84,3.53,28.61,5.38,854.43
228,16,667.9,13.45,74.84,3.53,28.61,5.38,854.43
228,17,449.97,13.45,74.84,3.53,28.61,5.38,854.43
229,9,723.98,13.12,74.51,3.59,28.61,5.37,852.44
229,10,891.46,13.12,74.51,3.59,28.61,5.37,852.44
229,11,1006.37,13.12,74.51,3.59,28.61,5.37,852.44
229,12,1060.88,13.12,74.51,3.59,28.61,5.37,852.44
229,13,1051.29,13.12,74.51,3.59,28.61,5.37,852.44
229,14,978.23,13.12,74.51,3.59,28.61,5.37,852.44
229,15,846.7,13.12,74.51,3.59,28.61,5.37,852.44
229,16,665.65,13.12,74.51,3.59,28.61,5.37,852.44
229,17,447.43,13.12,74.51,3.59,28.61,5.37,852.44
230,9,721.77,12.79,74.18,3.65,28.61,5.36,850.4
230,10,889.47,12.79,74.18,3.65,28.61,5.36,850.4
230,11,1004.54,12.79,74.18,3.65,28.61,5.36,850.4
230,12,1059.13,12.79,74.18,3.65,28.61,5.36,850.4
230,13,1049.52,12.79,74.18,3.65,28.61,5.36,850.4
230,14,976.36,12.79,74.18,3.65,28.61,5.36,850.4
230,15,844.65,12.79,74.18,3.65,28.61,5.36,850.4
230,16,663.36,12.79,74.18,3.65,28.61,5.36,850.4
230,17,444.84,12.79,74.18,3.65,28.61,5.36,850.4
231,9,719.51,12.45,73.84,3.71,28.61,5.34,848.31
231,10,887.43,12.45,73.84,3.71,28.61,5.34,848.31
231,11,1002.65,12.45,73.84,3.71,28.61,5.34,848.31
231,12,1057.31,12.45,73.84,3.71,28.61,5.34,848.31
231,13,1047.69,12.45,73.84,3.71,28.61,5.34,848.31
231,14,974.44,12.45,73.84,3.71,28.61,5.34,848.31
231,15,842.56,12.45,73.84,3.71,28.61,5.34,848.31
231,16,661.02,12.45,73.84,3.71,28.61,5.34,848.31
231,17,442.21,12.45,73.84,3.71,28.61,5.34,848.31
232,9,717.2,12.1,73.49,3.76,28.61,5.33,846.17
232,10,885.34,12.1,73.49,3.76,28.61,5.33,846.17
232,11,1000.71,12.1,73.49,3.76,28.61,5.33,846.17
232,12,1055.44,12.1,73.49,3.76,28.61,5.33,846.17
232,13,1045.81,12.1,73.49,3.76,28.61,5.33,846.17
232,14,972.46,12.1,73.49,3.76,28.61,5.33,846.17
232,15,840.4,12.1,73.49,3.76,28.61,5.33,846.17
232,16,658.63,12.1,73.49,3.76,28.61,5.33,846.17
232,17,439.54,12.1,73.49,3.76,28.61,5.33,846.17
233,9,714.83,11.75,73.14,3.82,28.61,5.32,843.97
233,10,883.19,11.75,73.14,3.82,28.61,5.32,843.97
233,11,998.71,11.75,73.14,3.82,28.61,5.32,843.97
233,12,1053.51,11.75,73.14,3.82,28.61,5.32,843.97
233,13,1043.86,11.75,73.14,3.82,28.61,5.32,843.97
233,14,970.42,11.75,73.14,3.82,28.61,5.32,843.97
233,15,838.2,11.75,73.14,3.82,28.61,5.32,843.97
233,16,656.2,11.75,73.14,3.82,28.61,5.32,843.97
233,17,436.82,11.75,73.14,3.82,28.61,5.32,843.97
234,9,712.42,11.4,72.79,3.87,28.61,5.3,841.72
234,10,880.99,11.4,72.79,3.87,28.61,5.3,841.72
234,11,996.65,11.4,72.79,3.87,28.61,5.3,841.72
234,12,1051.52,11.4,72.79,3.87,28.61,5.3,841.72
234,13,1041.86,11.4,72.79,3.87,28.61,5.3,841.72
234,14,968.33,11.4,72.79,3.87,28.61,5.3,841.72
234,15,835.94,11.4,72.79,3.87,28.61,5.3,841.72
234,16,653.71,11.4,72.79,3.87,28.61,5.3,841.72
234,17,434.06,11.4,72.79,3.87,28.61,5.3,841.72
235,9,709.96,11.05,72.44,3.93,28.61,5.29,839.42
235,10,878.73,11.05,72.44,3.93,28.61,5.29,839.42
235,11,994.54,11.05,72.44,3.93,28.61,5.29,839.42
235,12,1049.48,11.05,72.44,3.93,28.61,5.29,839.42
235,13,1039.81,11.05,72.44,3.93,28.61,5.29,839.42
235,14,966.18,11.05,72.44,3.93,28.61,5.29,839.42
235,15,833.63,11.05,72.44,3.93,28.61,5.29,839.42
235,16,651.17,11.05,72.44,3.93,28.61,5.29,839.42
235,17,431.25,11.05,72.44,3.93,28.61,5.29,839.42
236,9,707.44,10.69,72.08,3.98,28.61,5.27,837.06
236,10,876.42,10.69,72.08,3.98,28.61,5.27,837.06
236,11,992.37,10.69,72.08,3.98,28.61,5.27,837.06
236,12,1047.37,10.69,72.08,3.98,28.61,5.27,837.06
236,13,1037.69,10.69,72.08,3.98,28.61,5.27,837.06
236,14,963.98,10.69,72.08,3.98,28.61,5.27,837.06
236,15,831.26,10.69,72.08,3.98,28.61,5.27,837.06
236,16,648.59,10.69,72.08,3.98,28.61,5.27,837.06
236,17,428.4,10.69,72.08,3.98,28.61,5.27,837.06
237,9,704.88,10.33,71.72,4.03,28.61,5.26,834.64
237,10,874.06,10.33,71.72,4.03,28.61,5.26,834.64
237,11,990.13,10.33,71.72,4.03,28.61,5.26,834.64
237,12,1045.2,10.33,71.72,4.03,28.61,5.26,834.64
237,13,1035.51,10.33,71.72,4.03,28.61,5.26,834.64
237,14,961.71,10.33,71.72,4.03,28.61,5.26,834.64
237,15,828.84,10.33,71.72,4.03,28.61,5.26,834.64
237,16,645.96,10.33,71.72,4.03,28.61,5.26,834.64
237,17,425.51,10.33,71.72,4.03,28.61,5.26,834.64
238,9,702.26,9.97,71.36,4.08,28.61,5.24,832.18
238,10,871.63,9.97,71.36,4.08,28.61,5.24,832.18
238,11,987.84,9.97,71.36,4.08,28.61,5.24,832.18
238,12,1042.98,9.97,71.36,4.08,28.61,5.24,832.18
238,13,1033.27,9.97,71.36,4.08,28.61,5.24,832.18
238,14,959.39,9.97,71.36,4.08,28.61,5.24,832.18
238,15,826.37,9.97,71.36,4.08,28.61,5.24,832.18
238,16,643.27,9.97,71.36,4.08,28.61,5.24,832.18
238,17,422.58,9.97,71.36,4.08,28.61,5.24,832.18
239,9,699.6,9.6,70.99,4.13,28.61,5.23,829.66
239,10,869.16,9.6,70.99,4.13,28.61,5.23,829.66
239,11,985.5,9.6,70.99,4.13,28.61,5.23,829.66
239,12,1040.69,9.6,70.99,4.13,28.61,5.23,829.66
239,13,1030.97,9.6,70.99,4.13,28.61,5.23,829.66
239,14,957.01,9.6,70.99,4.13,28.61,5.23,829.66
239,15,823.84,9.6,70.99,4.13,28.61,5.23,829.66
239,16,640.55,9.6,70.99,4.13,28.61,5.23,829.66
239,17,419.61,9.6,70.99,4.13,28.61,5.23,829.66
240,9,696.89,9.23,70.62,4.18,28.61,5.21,827.08
240,10,866.62,9.23,70.62,4.18,28.61,5.21,827.08
240,11,983.09,9.23,70.62,4.18,28.61,5.21,827.08
240,12,1038.34,9.23,70.62,4.18,28.61,5.21,827.08
240,13,1028.61,9.23,70.62,4.18,28.61,5.21,827.08
240,14,954.57,9.23,70.62,4.18,28.61,5.21,827.08
240,15,821.26,9.23,70.62,4.18,28.61,5.21,827.08
240,16,637.77,9.23,70.62,4.18,28.61,5.21,827.08
240,17,416.6,9.23,70.62,4.18,28.61,5.21,827.08
241,9,694.12,8.86,70.25,4.23,28.61,5.19,824.45
241,10,864.04,8.86,70.25,4.23,28.61,5.19,824.45
241,11,980.62,8.86,70.25,4.23,28.61,5.19,824.45
241,12,1035.93,8.86,70.25,4.23,28.61,5.19,824.45
241,13,1026.19,8.86,70.25,4.23,28.61,5.19,824.45
241,14,952.08,8.86,70.25,4.23,28.61,5.19,824.45
241,15,818.63,8.86,70.25,4.23,28.61,5.19,824.45
241,16,634.94,8.86,70.25,4.23,28.61,5.19,824.45
241,17,413.54,8.86,70.25,4.23,28.61,5.19,824.45
242,9,691.31,8.48,69.87,4.27,28.61,5.18,821.77
242,10,861.39,8.48,69.87,4.27,28.61,5.18,821.77
242,11,978.1,8.48,69.87,4.27,28.61,5.18,821.77
242,12,1033.46,8.48,69.87,4.27,28.61,5.18,821.77
242,13,1023.71,8.48,69.87,4.27,28.61,5.18,821.77
242,14,949.52,8.48,69.87,4.27,28.61,5.18,821.77
242,15,815.94,8.48,69.87,4.27,28.61,5.18,821.77
242,16,632.07,8.48,69.87,4.27,28.61,5.18,821.77
242,17,410.45,8.48,69.87,4.27,28.61,5.18,821.77
243,9,688.45,8.1,69.49,4.32,28.61,5.16,819.04
243,10,858.7,8.1,69.49,4.32,28.61,5.16,819.04
243,11,975.51,8.1,69.49,4.32,28.61,5.16,819.04
243,12,1030.93,8.1,69.49,4.32,28.61,5.16,819.04
243,13,1021.17,8.1,69.49,4.32,28.61,5.16,819.04
243,14,946.91,8.1,69.49,4.32,28.61,5.16,819.04
243,15,813.2,8.1,69.49,4.32,28.61,5.16,819.04
243,16,629.15,8.1,69.49,4.32,28.61,5.16,819.04
243,17,407.32,8.1,69.49,4.32,28.61,5.16,819.04
244,9,685.54,7.72,69.11,4.36,28.61,5.14,816.25
244,10,855.94,7.72,69.11,4.36,28.61,5.14,816.25
244,11,972.87,7.72,69.11,4.36,28.61,5.14,816.25
244,12,1028.33,7.72,69.11,4.36,28.61,5.14,816.25
244,13,1018.57,7.72,69.11,4.36,28.61,5.14,816.25
244,14,944.24,7.72,69.11,4.36,28.61,5.14,816.25
244,15,810.4,7.72,69.11,4.36,28.61,5.14,816.25
244,16,626.19,7.72,69.11,4.36,28.61,5.14,816.25
244,17,404.15,7.72,69.11,4.36,28.61,5.14,816.25
245,9,682.58,7.34,68.73,4.4,28.61,5.12,813.41
245,10,853.14,7.34,68.73,4.4,28.61,5.12,813.41
245,11,970.16,7.34,68.73,4.4,28.61,5.12,813.41
245,12,1025.68,7.34,68.73,4.4,28.61,5.12,813.41
245,13,1015.91,7.34,68.73,4.4,28.61,5.12,813.41
245,14,941.51,7.34,68.73,4.4,28.61,5.12,813.41
245,15,807.56,7.34,68.73,4.4,28.61,5.12,813.41
245,16,623.18,7.34,68.73,4.4,28.61,5.12,813.41
245,17,400.94,7.34,68.73,4.4,28.61,5.12,813.41
246,9,679.58,6.96,68.35,4.44,28.61,5.11,810.51
246,10,850.28,6.96,68.35,4.44,28.61,5.11,810.51
246,11,967.4,6.96,68.35,4.44,28.61,5.11,810.51
246,12,1022.96,6.96,68.35,4.44,28.61,5.11,810.51
246,13,1013.18,6.96,68.35,4.44,28.61,5.11,810.51
246,14,938.72,6.96,68.35,4.44,28.61,5.11,810.51
246,15,804.66,6.96,68.35,4.44,28.61,5.11,810.51
246,16,620.13,6.96,68.35,4.44,28.61,5.11,810.51
246,17,397.7,6.96,68.35,4.44,28.61,5.11,810.51
247,9,676.53,6.57,67.96,4.48,28.61,5.09,807.57
