Day,Hour,Irradiance (W/m^2),"Declination Angle (δ, deg)","Noon Solar Altitude Angle (α, deg)","Noon Solar Azimuth Angle (γ, deg)","Latitude (L, deg)",Daily GHI (kWh/m^2/day),Daily I Mean (W/m^2)
294,11,783.13,-11.75,49.64,4.7,28.61,5.09,628.39
294,12,837.93,-11.75,49.64,4.7,28.61,5.09,628.39
294,13,828.29,-11.75,49.64,4.7,28.61,5.09,628.39
294,14,754.85,-11.75,49.64,4.7,28.61,5.09,628.39
294,15,622.62,-11.75,49.64,4.7,28.61,5.09,628.39
294,16,440.62,-11.75,49.64,4.7,28.61,5.09,628.39
294,17,221.24,-11.75,49.64,4.7,28.61,5.09,628.39
295,9,495.34,-12.1,49.29,4.67,28.61,5.06,624.31
295,10,663.48,-12.1,49.29,4.67,28.61,5.06,624.31
295,11,778.85,-12.1,49.29,4.67,28.61,5.06,624.31
295,12,833.58,-12.1,49.29,4.67,28.61,5.06,624.31
295,13,823.95,-12.1,49.29,4.67,28.61,5.06,624.31
295,14,750.6,-12.1,49.29,4.67,28.61,5.06,624.31
295,15,618.55,-12.1,49.29,4.67,28.61,5.06,624.31
295,16,436.78,-12.1,49.29,4.67,28.61,5.06,624.31
295,17,217.68,-12.1,49.29,4.67,28.61,5.06,624.31
296,9,491.44,-12.45,48.94,4.64,28.61,5.02,620.25
296,10,659.37,-12.45,48.94,4.64,28.61,5.02,620.25
296,11,774.59,-12.45,48.94,4.64,28.61,5.02,620.25
296,12,829.25,-12.45,48.94,4.64,28.61,5.02,620.25
296,13,819.62,-12.45,48.94,4.64,28.61,5.02,620.25
296,14,746.37,-12.45,48.94,4.64,28.61,5.02,620.25
296,15,614.49,-12.45,48.94,4.64,28.61,5.02,620.25
296,16,432.96,-12.45,48.94,4.64,28.61,5.02,620.25
296,17,214.15,-12.45,48.94,4.64,28.61,5.02,620.25
297,9,487.57,-12.79,48.6,4.6,28.61,4.99,616.21
297,10,655.27,-12.79,48.6,4.6,28.61,4.99,616.21
297,11,770.34,-12.79,48.6,4.6,28.61,4.99,616.21
297,12,824.93,-12.79,48.6,4.6,28.61,4.99,616.21
297,13,815.32,-12.79,48.6,4.6,28.61,4.99,616.21
297,14,742.16,-12.79,48.6,4.6,28.61,4.99,616.21
297,15,610.45,-12.79,48.6,4.6,28.61,4.99,616.21
297,16,429.16,-12.79,48.6,4.6,28.61,4.99,616.21
297,17,210.65,-12.79,48.6,4.6,28.61,4.99,616.21
298,9,483.73,-13.12,48.27,4.57,28.61,4.96,612.19
298,10,651.2,-13.12,48.27,4.57,28.61,4.96,612.19
298,11,766.11,-13.12,48.27,4.57,28.61,4.96,612.19
298,12,820.63,-13.12,48.27,4.57,28.61,4.96,612.19
298,13,811.03,-13.12,48.27,4.57,28.61,4.96,612.19
298,14,737.98,-13.12,48.27,4.57,28.61,4.96,612.19
298,15,606.44,-13.12,48.27,4.57,28.61,4.96,612.19
298,16,425.4,-13.12,48.27,4.57,28.61,4.96,612.19
298,17,207.17,-13.12,48.27,4.57,28.61,4.96,612.19
299,9,479.91,-13.45,47.94,4.54,28.61,4.93,608.2
299,10,647.16,-13.45,47.94,4.54,28.61,4.93,608.2
299,11,761.91,-13.45,47.94,4.54,28.61,4.93,608.2
299,12,816.35,-13.45,47.94,4.54,28.61,4.93,608.2
299,13,806.76,-13.45,47.94,4.54,28.61,4.93,608.2
299,14,733.81,-13.45,47.94,4.54,28.61,4.93,608.2
299,15,602.46,-13.45,47.94,4.54,28.61,4.93,608.2
299,16,421.66,-13.45,47.94,4.54,28.61,4.93,608.2
299,17,203.74,-13.45,47.94,4.54,28.61,4.93,608.2
300,9,476.12,-13.78,47.61,4.5,28.61,4.89,604.23
300,10,643.14,-13.78,47.61,4.5,28.61,4.89,604.23
300,11,757.73,-13.78,47.61,4.5,28.61,4.89,604.23
300,12,812.09,-13.78,47.61,4.5,28.61,4.89,604.23
300,13,802.52,-13.78,47.61,4.5,28.61,4.89,604.23
300,14,729.67,-13.78,47.61,4.5,28.61,4.89,604.23
300,15,598.5,-13.78,47.61,4.5,28.61,4.89,604.23
300,16,417.96,-13.78,47.61,4.5,28.61,4.89,604.23
300,17,200.33,-13.78,47.61,4.5,28.61,4.89,604.23
301,9,472.37,-14.11,47.28,4.46,28.61,4.86,600.3
301,10,639.15,-14.11,47.28,4.46,28.61,4.86,600.3
301,11,753.58,-14.11,47.28,4.46,28.61,4.86,600.3
301,12,807.87,-14.11,47.28,4.46,28.61,4.86,600.3
301,13,798.31,-14.11,47.28,4.46,28.61,4.86,600.3
301,14,725.56,-14.11,47.28,4.46,28.61,4.86,600.3
301,15,594.58,-14.11,47.28,4.46,28.61,4.86,600.3
301,16,414.28,-14.11,47.28,4.46,28.61,4.86,600.3
301,17,196.97,-14.11,47.28,4.46,28.61,4.86,600.3
302,9,468.65,-14.43,46.96,4.42,28.61,4.83,596.39
302,10,635.19,-14.43,46.96,4.42,28.61,4.83,596.39
302,11,749.46,-14.43,46.96,4.42,28.61,4.83,596.39
302,12,803.67,-14.43,46.96,4.42,28.61,4.83,596.39
302,13,794.13,-14.43,46.96,4.42,28.61,4.83,596.39
302,14,721.48,-14.43,46.96,4.42,28.61,4.83,596.39
302,15,590.68,-14.43,46.96,4.42,28.61,4.83,596.39
302,16,410.64,-14.43,46.96,4.42,28.61,4.83,596.39
302,17,193.64,-14.43,46.96,4.42,28.61,4.83,596.39
303,9,464.96,-14.74,46.65,4.38,28.61,4.8,592.52
303,10,631.26,-14.74,46.65,4.38,28.61,4.8,592.52
303,11,745.37,-14.74,46.65,4.38,28.61,4.8,592.52
303,12,799.5,-14.74,46.65,4.38,28.61,4.8,592.52
303,13,789.97,-14.74,46.65,4.38,28.61,4.8,592.52
303,14,717.43,-14.74,46.65,4.38,28.61,4.8,592.52
303,15,586.82,-14.74,46.65,4.38,28.61,4.8,592.52
303,16,407.04,-14.74,46.65,4.38,28.61,4.8,592.52
303,17,190.34,-14.74,46.65,4.38,28.61,4.8,592.52
304,9,461.31,-15.06,46.33,4.34,28.61,4.77,588.69
304,10,627.37,-15.06,46.33,4.34,28.61,4.77,588.69
304,11,741.31,-15.06,46.33,4.34,28.61,4.77,588.69
304,12,795.37,-15.06,46.33,4.34,28.61,4.77,588.69
304,13,785.85,-15.06,46.33,4.34,28.61,4.77,588.69
304,14,713.42,-15.06,46.33,4.34,28.61,4.77,588.69
304,15,582.99,-15.06,46.33,4.34,28.61,4.77,588.69
304,16,403.48,-15.06,46.33,4.34,28.61,4.77,588.69
304,17,187.09,-15.06,46.33,4.34,28.61,4.77,588.69
305,9,457.7,-15.36,46.03,4.29,28.61,4.74,584.89
305,10,623.52,-15.36,46.03,4.29,28.61,4.74,584.89
305,11,737.3,-15.36,46.03,4.29,28.61,4.74,584.89
305,12,791.27,-15.36,46.03,4.29,28.61,4.74,584.89
305,13,781.77,-15.36,46.03,4.29,28.61,4.74,584.89
305,14,709.44,-15.36,46.03,4.29,28.61,4.74,584.89
305,15,579.21,-15.36,46.03,4.29,28.61,4.74,584.89
305,16,399.95,-15.36,46.03,4.29,28.61,4.74,584.89
305,17,183.88,-15.36,46.03,4.29,28.61,4.74,584.89
306,9,454.13,-15.67,45.72,4.25,28.61,4.71,581.14
306,10,619.71,-15.67,45.72,4.25,28.61,4.71,581.14
306,11,733.32,-15.67,45.72,4.25,28.61,4.71,581.14
306,12,787.21,-15.67,45.72,4.25,28.61,4.71,581.14
306,13,777.73,-15.67,45.72,4.25,28.61,4.71,581.14
306,14,705.5,-15.67,45.72,4.25,28.61,4.71,581.14
306,15,575.46,-15.67,45.72,4.25,28.61,4.71,581.14
306,16,396.46,-15.67,45.72,4.25,28.61,4.71,581.14
306,17,180.71,-15.67,45.72,4.25,28.61,4.71,581.14
307,9,450.61,-15.96,45.43,4.2,28.61,4.68,577.42
307,10,615.94,-15.96,45.43,4.2,28.61,4.68,577.42
307,11,729.38,-15.96,45.43,4.2,28.61,4.68,577.42
307,12,783.2,-15.96,45.43,4.2,28.61,4.68,577.42
307,13,773.72,-15.96,45.43,4.2,28.61,4.68,577.42
307,14,701.6,-15.96,45.43,4.2,28.61,4.68,577.42
307,15,571.75,-15.96,45.43,4.2,28.61,4.68,577.42
307,16,393.02,-15.96,45.43,4.2,28.61,4.68,577.42
307,17,177.59,-15.96,45.43,4.2,28.61,4.68,577.42
308,9,447.12,-16.26,45.13,4.16,28.61,4.65,573.75
308,10,612.21,-16.26,45.13,4.16,28.61,4.65,573.75
308,11,725.48,-16.26,45.13,4.16,28.61,4.65,573.75
308,12,779.22,-16.26,45.13,4.16,28.61,4.65,573.75
308,13,769.76,-16.26,45.13,4.16,28.61,4.65,573.75
308,14,697.75,-16.26,45.13,4.16,28.61,4.65,573.75
308,15,568.09,-16.26,45.13,4.16,28.61,4.65,573.75
308,16,389.62,-16.26,45.13,4.16,28.61,4.65,573.75
308,17,174.51,-16.26,45.13,4.16,28.61,4.65,573.75
309,9,443.68,-16.55,44.84,4.11,28.61,4.62,570.13
309,10,608.53,-16.55,44.84,4.11,28.61,4.62,570.13
309,11,721.63,-16.55,44.84,4.11,28.61,4.62,570.13
309,12,775.29,-16.55,44.84,4.11,28.61,4.62,570.13
309,13,765.85,-16.55,44.84,4.11,28.61,4.62,570.13
309,14,693.94,-16.55,44.84,4.11,28.61,4.62,570.13
309,15,564.47,-16.55,44.84,4.11,28.61,4.62,570.13
309,16,386.27,-16.55,44.84,4.11,28.61,4.62,570.13
309,17,171.48,-16.55,44.84,4.11,28.61,4.62,570.13
310,9,440.29,-16.83,44.56,4.06,28.61,4.59,566.55
310,10,604.9,-16.83,44.56,4.06,28.61,4.59,566.55
310,11,717.83,-16.83,44.56,4.06,28.61,4.59,566.55
310,12,771.41,-16.83,44.56,4.06,28.61,4.59,566.55
310,13,761.98,-16.83,44.56,4.06,28.61,4.59,566.55
310,14,690.18,-16.83,44.56,4.06,28.61,4.59,566.55
310,15,560.91,-16.83,44.56,4.06,28.61,4.59,566.55
310,16,382.97,-16.83,44.56,4.06,28.61,4.59,566.55
310,17,168.49,-16.83,44.56,4.06,28.61,4.59,566.55
311,9,436.95,-17.11,44.28,4.01,28.61,4.56,563.02
311,10,601.31,-17.11,44.28,4.01,28.61,4.56,563.02
311,11,714.08,-17.11,44.28,4.01,28.61,4.56,563.02
311,12,767.58,-17.11,44.28,4.01,28.61,4.56,563.02
311,13,758.16,-17.11,44.28,4.01,28.61,4.56,563.02
311,14,686.47,-17.11,44.28,4.01,28.61,4.56,563.02
311,15,557.39,-17.11,44.28,4.01,28.61,4.56,563.02
311,16,379.71,-17.11,44.28,4.01,28.61,4.56,563.02
311,17,165.55,-17.11,44.28,4.01,28.61,4.56,563.02
312,9,433.66,-17.38,44.01,3.95,28.61,4.53,559.55
312,10,597.78,-17.38,44.01,3.95,28.61,4.53,559.55
312,11,710.38,-17.38,44.01,3.95,28.61,4.53,559.55
312,12,763.8,-17.38,44.01,3.95,28.61,4.53,559.55
312,13,754.4,-17.38,44.01,3.95,28.61,4.53,559.55
312,14,682.81,-17.38,44.01,3.95,28.61,4.53,559.55
312,15,553.92,-17.38,44.01,3.95,28.61,4.53,559.55
312,16,376.51,-17.38,44.01,3.95,28.61,4.53,559.55
312,17,162.66,-17.38,44.01,3.95,28.61,4.53,559.55
313,9,430.43,-17.65,43.74,3.9,28.61,4.5,556.12
313,10,594.3,-17.65,43.74,3.9,28.61,4.5,556.12
313,11,706.73,-17.65,43.74,3.9,28.61,4.5,556.12
313,12,760.07,-17.65,43.74,3.9,28.61,4.5,556.12
313,13,750.68,-17.65,43.74,3.9,28.61,4.5,556.12
313,14,679.2,-17.65,43.74,3.9,28.61,4.5,556.12
313,15,550.5,-17.65,43.74,3.9,28.61,4.5,556.12
313,16,373.35,-17.65,43.74,3.9,28.61,4.5,556.12
313,17,159.83,-17.65,43.74,3.9,28.61,4.5,556.12
314,9,427.24,-17.91,43.48,3.85,28.61,4.48,552.75
314,10,590.87,-17.91,43.48,3.85,28.61,4.48,552.75
314,11,703.14,-17.91,43.48,3.85,28.61,4.48,552.75
314,12,756.41,-17.91,43.48,3.85,28.61,4.48,552.75
314,13,747.03,-17.91,43.48,3.85,28.61,4.48,552.75
314,14,675.65,-17.91,43.48,3.85,28.61,4.48,552.75
314,15,547.14,-17.91,43.48,3.85,28.61,4.48,552.75
314,16,370.25,-17.91,43.48,3.85,28.61,4.48,552.75
314,17,157.04,-17.91,43.48,3.85,28.61,4.48,552.75
315,9,424.11,-18.17,43.22,3.79,28.61,4.45,549.44
315,10,587.5,-18.17,43.22,3.79,28.61,4.45,549.44
315,11,699.61,-18.17,43.22,3.79,28.61,4.45,549.44
315,12,752.8,-18.17,43.22,3.79,28.61,4.45,549.44
315,13,743.43,-18.17,43.22,3.79,28.61,4.45,549.44
315,14,672.16,-18.17,43.22,3.79,28.61,4.45,549.44
315,15,543.84,-18.17,43.22,3.79,28.61,4.45,549.44
315,16,367.21,-18.17,43.22,3.79,28.61,4.45,549.44
315,17,154.31,-18.17,43.22,3.79,28.61,4.45,549.44
316,9,421.04,-18.42,42.97,3.73,28.61,4.42,546.19
316,10,584.19,-18.42,42.97,3.73,28.61,4.42,546.19
316,11,696.14,-18.42,42.97,3.73,28.61,4.42,546.19
316,12,749.25,-18.42,42.97,3.73,28.61,4.42,546.19
316,13,739.9,-18.42,42.97,3.73,28.61,4.42,546.19
316,14,668.73,-18.42,42.97,3.73,28.61,4.42,546.19
316,15,540.59,-18.42,42.97,3.73,28.61,4.42,546.19
316,16,364.22,-18.42,42.97,3.73,28.61,4.42,546.19
316,17,151.63,-18.42,42.97,3.73,28.61,4.42,546.19
317,9,418.03,-18.67,42.72,3.68,28.61,4.4,543.0
317,10,580.95,-18.67,42.72,3.68,28.61,4.4,543.0
317,11,692.73,-18.67,42.72,3.68,28.61,4.4,543.0
317,12,745.76,-18.67,42.72,3.68,28.61,4.4,543.0
317,13,736.42,-18.67,42.72,3.68,28.61,4.4,543.0
317,14,665.36,-18.67,42.72,3.68,28.61,4.4,543.0
317,15,537.41,-18.67,42.72,3.68,28.61,4.4,543.0
317,16,361.29,-18.67,42.72,3.68,28.61,4.4,543.0
317,17,149.01,-18.67,42.72,3.68,28.61,4.4,543.0
318,9,415.08,-18.91,42.48,3.62,28.61,4.37,539.86
318,10,577.76,-18.91,42.48,3.62,28.61,4.37,539.86
318,11,689.38,-18.91,42.48,3.62,28.61,4.37,539.86
318,12,742.34,-18.91,42.48,3.62,28.61,4.37,539.86
318,13,733.01,-18.91,42.48,3.62,28.61,4.37,539.86
318,14,662.05,-18.91,42.48,3.62,28.61,4.37,539.86
318,15,534.28,-18.91,42.48,3.62,28.61,4.37,539.86
318,16,358.42,-18.91,42.48,3.62,28.61,4.37,539.86
318,17,146.44,-18.91,42.48,3.62,28.61,4.37,539.86
319,9,412.19,-19.15,42.24,3.56,28.61,4.35,536.79
319,10,574.64,-19.15,42.24,3.56,28.61,4.35,536.79
319,11,686.1,-19.15,42.24,3.56,28.61,4.35,536.79
319,12,738.98,-19.15,42.24,3.56,28.61,4.35,536.79
319,13,729.67,-19.15,42.24,3.56,28.61,4.35,536.79
319,14,658.81,-19.15,42.24,3.56,28.61,4.35,536.79
319,15,531.22,-19.15,42.24,3.56,28.61,4.35,536.79
319,16,355.61,-19.15,42.24,3.56,28.61,4.35,536.79
319,17,143.93,-19.15,42.24,3.56,28.61,4.35,536.79
320,9,409.36,-19.38,42.01,3.5,28.61,4.32,533.79
320,10,571.58,-19.38,42.01,3.5,28.61,4.32,533.79
320,11,682.89,-19.38,42.01,3.5,28.61,4.32,533.79
320,12,735.69,-19.38,42.01,3.5,28.61,4.32,533.79
320,13,726.4,-19.38,42.01,3.5,28.61,4.32,533.79
320,14,655.63,-19.38,42.01,3.5,28.61,4.32,533.79
320,15,528.23,-19.38,42.01,3.5,28.61,4.32,533.79
320,16,352.86,-19.38,42.01,3.5,28.61,4.32,533.79
320,17,141.48,-19.38,42.01,3.5,28.61,4.32,533.79
321,9,406.59,-19.6,41.79,3.44,28.61,4.3,530.85
321,10,568.59,-19.6,41.79,3.44,28.61,4.3,530.85
321,11,679.74,-19.6,41.79,3.44,28.61,4.3,530.85
321,12,732.48,-19.6,41.79,3.44,28.61,4.3,530.85
321,13,723.19,-19.6,41.79,3.44,28.61,4.3,530.85
321,14,652.53,-19.6,41.79,3.44,28.61,4.3,530.85
321,15,525.3,-19.6,41.79,3.44,28.61,4.3,530.85
321,16,350.17,-19.6,41.79,3.44,28.61,4.3,530.85
321,17,139.08,-19.6,41.79,3.44,28.61,4.3,530.85
322,9,403.89,-19.82,41.57,3.37,28.61,4.28,527.98
322,10,565.67,-19.82,41.57,3.37,28.61,4.28,527.98
322,11,676.67,-19.82,41.57,3.37,28.61,4.28,527.98
322,12,729.33,-19.82,41.57,3.37,28.61,4.28,527.98
322,13,720.06,-19.82,41.57,3.37,28.61,4.28,527.98
322,14,649.49,-19.82,41.57,3.37,28.61,4.28,527.98
322,15,522.44,-19.82,41.57,3.37,28.61,4.28,527.98
322,16,347.55,-19.82,41.57,3.37,28.61,4.28,527.98
322,17,136.75,-19.82,41.57,3.37,28.61,4.28,527.98
323,9,401.26,-20.03,41.36,3.31,28.61,4.25,525.18
323,10,562.82,-20.03,41.36,3.31,28.61,4.25,525.18
323,11,673.67,-20.03,41.36,3.31,28.61,4.25,525.18
323,12,726.26,-20.03,41.36,3.31,28.61,4.25,525.18
323,13,717.0,-20.03,41.36,3.31,28.61,4.25,525.18
323,14,646.53,-20.03,41.36,3.31,28.61,4.25,525.18
323,15,519.65,-20.03,41.36,3.31,28.61,4.25,525.18
323,16,344.99,-20.03,41.36,3.31,28.61,4.25,525.18
323,17,134.48,-20.03,41.36,3.31,28.61,4.25,525.18
324,9,398.7,-20.24,41.15,3.24,28.61,4.23,522.46
324,10,560.04,-20.24,41.15,3.24,28.61,4.23,522.46
324,11,670.75,-20.24,41.15,3.24,28.61,4.23,522.46
324,12,723.27,-20.24,41.15,3.24,28.61,4.23,522.46
324,13,714.02,-20.24,41.15,3.24,28.61,4.23,522.46
324,14,643.64,-20.24,41.15,3.24,28.61,4.23,522.46
324,15,516.93,-20.24,41.15,3.24,28.61,4.23,522.46
324,16,342.5,-20.24,41.15,3.24,28.61,4.23,522.46
324,17,132.27,-20.24,41.15,3.24,28.61,4.23,522.46
325,9,396.2,-20.44,40.95,3.18,28.61,4.21,519.8
325,10,557.34,-20.44,40.95,3.18,28.61,4.21,519.8
325,11,667.9,-20.44,40.95,3.18,28.61,4.21,519.8
325,12,720.35,-20.44,40.95,3.18,28.61,4.21,519.8
325,13,711.12,-20.44,40.95,3.18,28.61,4.21,519.8
325,14,640.83,-20.44,40.95,3.18,28.61,4.21,519.8
325,15,514.28,-20.44,40.95,3.18,28.61,4.21,519.8
325,16,340.08,-20.44,40.95,3.18,28.61,4.21,519.8
325,17,130.12,-20.44,40.95,3.18,28.61,4.21,519.8
326,9,393.78,-20.64,40.75,3.11,28.61,4.19,517.22
326,10,554.71,-20.64,40.75,3.11,28.61,4.19,517.22
326,11,665.13,-20.64,40.75,3.11,28.61,4.19,517.22
326,12,717.52,-20.64,40.75,3.11,28.61,4.19,517.22
326,13,708.29,-20.64,40.75,3.11,28.61,4.19,517.22
326,14,638.1,-20.64,40.75,3.11,28.61,4.19,517.22
326,15,511.7,-20.64,40.75,3.11,28.61,4.19,517.22
326,16,337.73,-20.64,40.75,3.11,28.61,4.19,517.22
326,17,128.03,-20.64,40.75,3.11,28.61,4.19,517.22
327,9,391.43,-20.82,40.57,3.04,28.61,4.17,514.72
327,10,552.16,-20.82,40.57,3.04,28.61,4.17,514.72
327,11,662.44,-20.82,40.57,3.04,28.61,4.17,514.72
327,12,714.76,-20.82,40.57,3.04,28.61,4.17,514.72
327,13,705.55,-20.82,40.57,3.04,28.61,4.17,514.72
327,14,635.44,-20.82,40.57,3.04,28.61,4.17,514.72
327,15,509.2,-20.82,40.57,3.04,28.61,4.17,514.72
327,16,335.45,-20.82,40.57,3.04,28.61,4.17,514.72
327,17,126.01,-20.82,40.57,3.04,28.61,4.17,514.72
328,9,389.15,-21.01,40.38,2.97,28.61,4.15,512.29
328,10,549.68,-21.01,40.38,2.97,28.61,4.15,512.29
328,11,659.83,-21.01,40.38,2.97,28.61,4.15,512.29
328,12,712.09,-21.01,40.38,2.97,28.61,4.15,512.29
328,13,702.89,-21.01,40.38,2.97,28.61,4.15,512.29
328,14,632.86,-21.01,40.38,2.97,28.61,4.15,512.29
328,15,506.78,-21.01,40.38,2.97,28.61,4.15,512.29
328,16,333.24,-21.01,40.38,2.97,28.61,4.15,512.29
328,17,124.06,-21.01,40.38,2.97,28.61,4.15,512.29
329,9,386.94,-21.18,40.21,2.9,28.61,4.13,509.94
329,10,547.29,-21.18,40.21,2.9,28.61,4.13,509.94
329,11,657.31,-21.18,40.21,2.9,28.61,4.13,509.94
329,12,709.5,-21.18,40.21,2.9,28.61,4.13,509.94
329,13,700.31,-21.18,40.21,2.9,28.61,4.13,509.94
329,14,630.37,-21.18,40.21,2.9,28.61,4.13,509.94
329,15,504.44,-21.18,40.21,2.9,28.61,4.13,509.94
329,16,331.1,-21.18,40.21,2.9,28.61,4.13,509.94
329,17,122.16,-21.18,40.21,2.9,28.61,4.13,509.94
330,9,384.81,-21.35,40.04,2.83,28.61,4.11,507.66
330,10,544.97,-21.35,40.04,2.83,28.61,4.11,507.66
330,11,654.86,-21.35,40.04,2.83,28.61,4.11,507.66
330,12,707.0,-21.35,40.04,2.83,28.61,4.11,507.66
330,13,697.82,-21.35,40.04,2.83,28.61,4.11,507.66
330,14,627.96,-21.35,40.04,2.83,28.61,4.11,507.66
330,15,502.17,-21.35,40.04,2.83,28.61,4.11,507.66
330,16,329.03,-21.35,40.04,2.83,28.61,4.11,507.66
330,17,120.34,-21.35,40.04,2.83,28.61,4.11,507.66
331,9,382.76,-21.52,39.87,2.76,28.61,4.09,505.47
331,10,542.74,-21.52,39.87,2.76,28.61,4.09,505.47
331,11,652.51,-21.52,39.87,2.76,28.61,4.09,505.47
331,12,704.58,-21.52,39.87,2.76,28.61,4.09,505.47
331,13,695.42,-21.52,39.87,2.76,28.61,4.09,505.47
331,14,625.63,-21.52,39.87,2.76,28.61,4.09,505.47
331,15,499.99,-21.52,39.87,2.76,28.61,4.09,505.47
331,16,327.04,-21.52,39.87,2.76,28.61,4.09,505.47
331,17,118.58,-21.52,39.87,2.76,28.61,4.09,505.47
332,9,380.78,-21.67,39.72,2.69,28.61,4.08,503.36
332,10,540.59,-21.67,39.72,2.69,28.61,4.08,503.36
332,11,650.24,-21.67,39.72,2.69,28.61,4.08,503.36
332,12,702.26,-21.67,39.72,2.69,28.61,4.08,503.36
332,13,693.1,-21.67,39.72,2.69,28.61,4.08,503.36
332,14,623.39,-21.67,39.72,2.69,28.61,4.08,503.36
332,15,497.88,-21.67,39.72,2.69,28.61,4.08,503.36
332,16,325.12,-21.67,39.72,2.69,28.61,4.08,503.36
332,17,116.89,-21.67,39.72,2.69,28.61,4.08,503.36
333,9,378.88,-21.83,39.56,2.62,28.61,4.06,501.33
333,10,538.52,-21.83,39.56,2.62,28.61,4.06,501.33
333,11,648.06,-21.83,39.56,2.62,28.61,4.06,501.33
333,12,700.02,-21.83,39.56,2.62,28.61,4.06,501.33
333,13,690.87,-21.83,39.56,2.62,28.61,4.06,501.33
333,14,621.24,-21.83,39.56,2.62,28.61,4.06,501.33
333,15,495.86,-21.83,39.56,2.62,28.61,4.06,501.33
333,16,323.28,-21.83,39.56,2.62,28.61,4.06,501.33
333,17,115.27,-21.83,39.56,2.62,28.61,4.06,501.33
334,9,377.06,-21.97,39.42,2.54,28.61,4.05,499.39
334,10,536.54,-21.97,39.42,2.54,28.61,4.05,499.39
334,11,645.96,-21.97,39.42,2.54,28.61,4.05,499.39
334,12,697.87,-21.97,39.42,2.54,28.61,4.05,499.39
334,13,688.74,-21.97,39.42,2.54,28.61,4.05,499.39
334,14,619.17,-21.97,39.42,2.54,28.61,4.05,499.39
334,15,493.92,-21.97,39.42,2.54,28.61,4.05,499.39
334,16,321.52,-21.97,39.42,2.54,28.61,4.05,499.39
334,17,113.72,-21.97,39.42,2.54,28.61,4.05,499.39
335,9,375.32,-22.11,39.28,2.47,28.61,4.03,497.53
335,10,534.65,-22.11,39.28,2.47,28.61,4.03,497.53
335,11,643.96,-22.11,39.28,2.47,28.61,4.03,497.53
335,12,695.82,-22.11,39.28,2.47,28.61,4.03,497.53
335,13,686.69,-22.11,39.28,2.47,28.61,4.03,497.53
335,14,617.2,-22.11,39.28,2.47,28.61,4.03,497.53
335,15,492.07,-22.11,39.28,2.47,28.61,4.03,497.53
335,16,319.83,-22.11,39.28,2.47,28.61,4.03,497.53
335,17,112.23,-22.11,39.28,2.47,28.61,4.03,497.53
336,9,373.66,-22.24,39.15,2.39,28.61,4.02,495.76
336,10,532.84,-22.24,39.15,2.39,28.61,4.02,495.76
336,11,642.05,-22.24,39.15,2.39,28.61,4.02,495.76
336,12,693.86,-22.24,39.15,2.39,28.61,4.02,495.76
336,13,684.74,-22.24,39.15,2.39,28.61,4.02,495.76
336,14,615.31,-22.24,39.15,2.39,28.61,4.02,495.76
336,15,490.3,-22.24,39.15,2.39,28.61,4.02,495.76
336,16,318.23,-22.24,39.15,2.39,28.61,4.02,495.76
336,17,110.82,-22.24,39.15,2.39,28.61,4.02,495.76
337,9,372.09,-22.36,39.03,2.32,28.61,4.0,494.07
337,10,531.12,-22.36,39.03,2.32,28.61,4.0,494.07
337,11,640.23,-22.36,39.03,2.32,28.61,4.0,494.07
337,12,692.0,-22.36,39.03,2.32,28.61,4.0,494.07
337,13,682.89,-22.36,39.03,2.32,28.61,4.0,494.07
337,14,613.52,-22.36,39.03,2.32,28.61,4.0,494.07
337,15,488.62,-22.36,39.03,2.32,28.61,4.0,494.07
337,16,316.7,-22.36,39.03,2.32,28.61,4.0,494.07
337,17,109.48,-22.36,39.03,2.32,28.61,4.0,494.07
338,9,370.59,-22.48,38.91,2.24,28.61,3.99,492.47
338,10,529.49,-22.48,38.91,2.24,28.61,3.99,492.47
338,11,638.51,-22.48,38.91,2.24,28.61,3.99,492.47
338,12,690.23,-22.48,38.91,2.24,28.61,3.99,492.47
338,13,681.13,-22.48,38.91,2.24,28.61,3.99,492.47
338,14,611.82,-22.48,38.91,2.24,28.61,3.99,492.47
338,15,487.02,-22.48,38.91,2.24,28.61,3.99,492.47
338,16,315.25,-22.48,38.91,2.24,28.61,3.99,492.47
338,17,108.2,-22.48,38.91,2.24,28.61,3.99,492.47
339,9,369.18,-22.59,38.8,2.16,28.61,3.98,490.96
339,10,527.94,-22.59,38.8,2.16,28.61,3.98,490.96
339,11,636.88,-22.59,38.8,2.16,28.61,3.98,490.96
339,12,688.56,-22.59,38.8,2.16,28.61,3.98,490.96
339,13,679.46,-22.59,38.8,2.16,28.61,3.98,490.96
339,14,610.21,-22.59,38.8,2.16,28.61,3.98,490.96
339,15,485.51,-22.59,38.8,2.16,28.61,3.98,490.96
339,16,313.88,-22.59,38.8,2.16,28.61,3.98,490.96
339,17,107.0,-22.59,38.8,2.16,28.61,3.98,490.96
340,9,367.85,-22.7,38.69,2.09,28.61,3.97,489.54
340,10,526.49,-22.7,38.69,2.09,28.61,3.97,489.54
340,11,635.35,-22.7,38.69,2.09,28.61,3.97,489.54
340,12,686.99,-22.7,38.69,2.09,28.61,3.97,489.54
340,13,677.9,-22.7,38.69,2.09,28.61,3.97,489.54
340,14,608.69,-22.7,38.69,2.09,28.61,3.97,489.54
340,15,484.1,-22.7,38.69,2.09,28.61,3.97,489.54
340,16,312.59,-22.7,38.69,2.09,28.61,3.97,489.54
